,Observer,Session,E (lux),Sample,E chosen
377,"Observer 4 (45, female)",1,650,B. Blue (RAL 5009-HR),1040
378,"Observer 4 (45, female)",1,650,C. Green (RAL 6002-HR,910
379,"Observer 4 (45, female)",1,650,D. Gray - RAL (7022-HR),910
380,"Observer 4 (45, female)",1,780,A. Red (RAL 4002-HR),1040
381,"Observer 4 (45, female)",1,780,B. Blue (RAL 5009-HR),910
382,"Observer 4 (45, female)",1,780,C. Green (RAL 6002-HR,1300
383,"Observer 4 (45, female)",1,780,D. Gray - RAL (7022-HR),1040
384,"Observer 4 (45, female)",1,910,A. Red (RAL 4002-HR),1040
385,"Observer 4 (45, female)",1,910,B. Blue (RAL 5009-HR),910
386,"Observer 4 (45, female)",1,910,C. Green (RAL 6002-HR,1040
387,"Observer 4 (45, female)",1,910,D. Gray - RAL (7022-HR),1040
388,"Observer 4 (45, female)",1,1040,A. Red (RAL 4002-HR),910
389,"Observer 4 (45, female)",1,1040,B. Blue (RAL 5009-HR),1040
390,"Observer 4 (45, female)",1,1040,C. Green (RAL 6002-HR,910
391,"Observer 4 (45, female)",1,1040,D. Gray - RAL (7022-HR),1300
392,"Observer 4 (45, female)",1,1170,A. Red (RAL 4002-HR),910
393,"Observer 4 (45, female)",1,1170,B. Blue (RAL 5009-HR),1300
394,"Observer 4 (45, female)",1,1170,C. Green (RAL 6002-HR,1170
395,"Observer 4 (45, female)",1,1170,D. Gray - RAL (7022-HR),1170
396,"Observer 4 (45, female)",1,1300,A. Red (RAL 4002-HR),1300
397,"Observer 4 (45, female)",1,1300,B. Blue (RAL 5009-HR),1170
398,"Observer 4 (45, female)",1,1300,C. Green (RAL 6002-HR,1300
399,"Observer 4 (45, female)",1,1300,D. Gray - RAL (7022-HR),1170
400,"Observer 4 (45, female)",2,130,A. Red (RAL 4002-HR),260
401,"Observer 4 (45, female)",2,130,B. Blue (RAL 5009-HR),260
402,"Observer 4 (45, female)",2,130,C. Green (RAL 6002-HR,260
403,"Observer 4 (45, female)",2,130,D. Gray - RAL (7022-HR),390
404,"Observer 4 (45, female)",2,260,A. Red (RAL 4002-HR),390
405,"Observer 4 (45, female)",2,260,B. Blue (RAL 5009-HR),520
406,"Observer 4 (45, female)",2,260,C. Green (RAL 6002-HR,390
407,"Observer 4 (45, female)",2,260,D. Gray - RAL (7022-HR),520
408,"Observer 4 (45, female)",2,390,A. Red (RAL 4002-HR),390
409,"Observer 4 (45, female)",2,390,B. Blue (RAL 5009-HR),520
410,"Observer 4 (45, female)",2,390,C. Green (RAL 6002-HR,520
411,"Observer 4 (45, female)",2,390,D. Gray - RAL (7022-HR),650
412,"Observer 4 (45, female)",2,520,A. Red (RAL 4002-HR),520
413,"Observer 4 (45, female)",2,520,B. Blue (RAL 5009-HR),650
414,"Observer 4 (45, female)",2,520,C. Green (RAL 6002-HR,650
415,"Observer 4 (45, female)",2,520,D. Gray - RAL (7022-HR),910
416,"Observer 4 (45, female)",2,650,A. Red (RAL 4002-HR),1170
417,"Observer 4 (45, female)",2,650,B. Blue (RAL 5009-HR),1040
418,"Observer 4 (45, female)",2,650,C. Green (RAL 6002-HR,910
419,"Observer 4 (45, female)",2,650,D. Gray - RAL (7022-HR),1170
420,"Observer 4 (45, female)",2,780,A. Red (RAL 4002-HR),910
421,"Observer 4 (45, female)",2,780,B. Blue (RAL 5009-HR),1300
422,"Observer 4 (45, female)",2,780,C. Green (RAL 6002-HR,910
423,"Observer 4 (45, female)",2,780,D. Gray - RAL (7022-HR),910
424,"Observer 4 (45, female)",2,910,A. Red (RAL 4002-HR),1300
425,"Observer 4 (45, female)",2,910,B. Blue (RAL 5009-HR),1170
426,"Observer 4 (45, female)",2,910,C. Green (RAL 6002-HR,1040
427,"Observer 4 (45, female)",2,910,D. Gray - RAL (7022-HR),1300
428,"Observer 4 (45, female)",2,1040,A. Red (RAL 4002-HR),1170
429,"Observer 4 (45, female)",2,1040,B. Blue (RAL 5009-HR),910
430,"Observer 4 (45, female)",2,1040,C. Green (RAL 6002-HR,1300
431,"Observer 4 (45, female)",2,1040,D. Gray - RAL (7022-HR),1300
432,"Observer 4 (45, female)",2,1170,A. Red (RAL 4002-HR),1300
433,"Observer 4 (45, female)",2,1170,B. Blue (RAL 5009-HR),1300
434,"Observer 4 (45, female)",2,1170,C. Green (RAL 6002-HR,1170
435,"Observer 4 (45, female)",2,1170,D. Gray - RAL (7022-HR),1300
436,"Observer 4 (45, female)",2,1300,A. Red (RAL 4002-HR),1300
437,"Observer 4 (45, female)",2,1300,B. Blue (RAL 5009-HR),1300
438,"Observer 4 (45, female)",2,1300,C. Green (RAL 6002-HR,1300
439,"Observer 4 (45, female)",2,1300,D. Gray - RAL (7022-HR),1300
440,"Observer 4 (45, female)",3,130,A. Red (RAL 4002-HR),260
441,"Observer 4 (45, female)",3,130,B. Blue (RAL 5009-HR),390
442,"Observer 4 (45, female)",3,130,C. Green (RAL 6002-HR,260
443,"Observer 4 (45, female)",3,130,D. Gray - RAL (7022-HR),260
444,"Observer 4 (45, female)",3,260,A. Red (RAL 4002-HR),390
445,"Observer 4 (45, female)",3,260,B. Blue (RAL 5009-HR),520
446,"Observer 4 (45, female)",3,260,C. Green (RAL 6002-HR,390
447,"Observer 4 (45, female)",3,260,D. Gray - RAL (7022-HR),520
448,"Observer 4 (45, female)",3,390,A. Red (RAL 4002-HR),520
449,"Observer 4 (45, female)",3,390,B. Blue (RAL 5009-HR),780
450,"Observer 4 (45, female)",3,390,C. Green (RAL 6002-HR,650
451,"Observer 4 (45, female)",3,390,D. Gray - RAL (7022-HR),520
452,"Observer 4 (45, female)",3,520,A. Red (RAL 4002-HR),780
453,"Observer 4 (45, female)",3,520,B. Blue (RAL 5009-HR),650
454,"Observer 4 (45, female)",3,520,C. Green (RAL 6002-HR,650
455,"Observer 4 (45, female)",3,520,D. Gray - RAL (7022-HR),650
456,"Observer 4 (45, female)",3,650,A. Red (RAL 4002-HR),780
457,"Observer 4 (45, female)",3,650,B. Blue (RAL 5009-HR),650
458,"Observer 4 (45, female)",3,650,C. Green (RAL 6002-HR,1040
459,"Observer 4 (45, female)",3,650,D. Gray - RAL (7022-HR),1040
460,"Observer 4 (45, female)",3,780,A. Red (RAL 4002-HR),910
461,"Observer 4 (45, female)",3,780,B. Blue (RAL 5009-HR),910
462,"Observer 4 (45, female)",3,780,C. Green (RAL 6002-HR,910
463,"Observer 4 (45, female)",3,780,D. Gray - RAL (7022-HR),910
464,"Observer 4 (45, female)",3,910,A. Red (RAL 4002-HR),910
465,"Observer 4 (45, female)",3,910,B. Blue (RAL 5009-HR),1170
466,"Observer 4 (45, female)",3,910,C. Green (RAL 6002-HR,1170
467,"Observer 4 (45, female)",3,910,D. Gray - RAL (7022-HR),910
468,"Observer 4 (45, female)",3,1040,A. Red (RAL 4002-HR),1300
469,"Observer 4 (45, female)",3,1040,B. Blue (RAL 5009-HR),1170
470,"Observer 4 (45, female)",3,1040,C. Green (RAL 6002-HR,1300
471,"Observer 4 (45, female)",3,1040,D. Gray - RAL (7022-HR),1170
472,"Observer 4 (45, female)",3,1170,A. Red (RAL 4002-HR),1300
473,"Observer 4 (45, female)",3,1170,B. Blue (RAL 5009-HR),1170
474,"Observer 4 (45, female)",3,1170,C. Green (RAL 6002-HR,1170
475,"Observer 4 (45, female)",3,1170,D. Gray - RAL (7022-HR),1300
476,"Observer 4 (45, female)",3,1300,A. Red (RAL 4002-HR),1170
477,"Observer 4 (45, female)",3,1300,B. Blue (RAL 5009-HR),1300
478,"Observer 4 (45, female)",3,1300,C. Green (RAL 6002-HR,1300
479,"Observer 4 (45, female)",3,1300,D. Gray - RAL (7022-HR),1300
480,"Observer 5 (28, female)",1,130,A. Red (RAL 4002-HR),130
481,"Observer 5 (28, female)",1,130,B. Blue (RAL 5009-HR),260
482,"Observer 5 (28, female)",1,130,C. Green (RAL 6002-HR,260
483,"Observer 5 (28, female)",1,130,D. Gray - RAL (7022-HR),260
484,"Observer 5 (28, female)",1,260,A. Red (RAL 4002-HR),260
485,"Observer 5 (28, female)",1,260,B. Blue (RAL 5009-HR),260
486,"Observer 5 (28, female)",1,260,C. Green (RAL 6002-HR,390
487,"Observer 5 (28, female)",1,260,D. Gray - RAL (7022-HR),260
488,"Observer 5 (28, female)",1,390,A. Red (RAL 4002-HR),390
489,"Observer 5 (28, female)",1,390,B. Blue (RAL 5009-HR),650
490,"Observer 5 (28, female)",1,390,C. Green (RAL 6002-HR,520
491,"Observer 5 (28, female)",1,390,D. Gray - RAL (7022-HR),520
492,"Observer 5 (28, female)",1,520,A. Red (RAL 4002-HR),520
493,"Observer 5 (28, female)",1,520,B. Blue (RAL 5009-HR),910
494,"Observer 5 (28, female)",1,520,C. Green (RAL 6002-HR,650
495,"Observer 5 (28, female)",1,520,D. Gray - RAL (7022-HR),650
496,"Observer 5 (28, female)",1,650,A. Red (RAL 4002-HR),650
497,"Observer 5 (28, female)",1,650,B. Blue (RAL 5009-HR),910
498,"Observer 5 (28, female)",1,650,C. Green (RAL 6002-HR,910
499,"Observer 5 (28, female)",1,650,D. Gray - RAL (7022-HR),650
500,"Observer 5 (28, female)",1,780,A. Red (RAL 4002-HR),780
501,"Observer 5 (28, female)",1,780,B. Blue (RAL 5009-HR),910
502,"Observer 5 (28, female)",1,780,C. Green (RAL 6002-HR,1170
503,"Observer 5 (28, female)",1,780,D. Gray - RAL (7022-HR),1040
504,"Observer 5 (28, female)",1,910,A. Red (RAL 4002-HR),780
505,"Observer 5 (28, female)",1,910,B. Blue (RAL 5009-HR),910
506,"Observer 5 (28, female)",1,910,C. Green (RAL 6002-HR,1300
507,"Observer 5 (28, female)",1,910,D. Gray - RAL (7022-HR),910
508,"Observer 5 (28, female)",1,1040,A. Red (RAL 4002-HR),910
509,"Observer 5 (28, female)",1,1040,B. Blue (RAL 5009-HR),1170
510,"Observer 5 (28, female)",1,1040,C. Green (RAL 6002-HR,1170
511,"Observer 5 (28, female)",1,1040,D. Gray - RAL (7022-HR),910
512,"Observer 5 (28, female)",1,1170,A. Red (RAL 4002-HR),1040
513,"Observer 5 (28, female)",1,1170,B. Blue (RAL 5009-HR),1040
514,"Observer 5 (28, female)",1,1170,C. Green (RAL 6002-HR,1300
515,"Observer 5 (28, female)",1,1170,D. Gray - RAL (7022-HR),1170
516,"Observer 5 (28, female)",1,1300,A. Red (RAL 4002-HR),1170
517,"Observer 5 (28, female)",1,1300,B. Blue (RAL 5009-HR),1300
518,"Observer 5 (28, female)",1,1300,C. Green (RAL 6002-HR,1300
519,"Observer 5 (28, female)",1,1300,D. Gray - RAL (7022-HR),1300
520,"Observer 5 (28, female)",2,130,A. Red (RAL 4002-HR),260
521,"Observer 5 (28, female)",2,130,B. Blue (RAL 5009-HR),260
522,"Observer 5 (28, female)",2,130,C. Green (RAL 6002-HR,130
523,"Observer 5 (28, female)",2,130,D. Gray - RAL (7022-HR),260
524,"Observer 5 (28, female)",2,260,A. Red (RAL 4002-HR),260
525,"Observer 5 (28, female)",2,260,B. Blue (RAL 5009-HR),390
526,"Observer 5 (28, female)",2,260,C. Green (RAL 6002-HR,390
527,"Observer 5 (28, female)",2,260,D. Gray - RAL (7022-HR),390
528,"Observer 5 (28, female)",2,390,A. Red (RAL 4002-HR),390
529,"Observer 5 (28, female)",2,390,B. Blue (RAL 5009-HR),520
530,"Observer 5 (28, female)",2,390,C. Green (RAL 6002-HR,520
531,"Observer 5 (28, female)",2,390,D. Gray - RAL (7022-HR),520
532,"Observer 5 (28, female)",2,520,A. Red (RAL 4002-HR),520
533,"Observer 5 (28, female)",2,520,B. Blue (RAL 5009-HR),780
534,"Observer 5 (28, female)",2,520,C. Green (RAL 6002-HR,520
535,"Observer 5 (28, female)",2,520,D. Gray - RAL (7022-HR),650
536,"Observer 5 (28, female)",2,650,A. Red (RAL 4002-HR),650
537,"Observer 5 (28, female)",2,650,B. Blue (RAL 5009-HR),650
538,"Observer 5 (28, female)",2,650,C. Green (RAL 6002-HR,650
539,"Observer 5 (28, female)",2,650,D. Gray - RAL (7022-HR),780
540,"Observer 5 (28, female)",2,780,A. Red (RAL 4002-HR),650
541,"Observer 5 (28, female)",2,780,B. Blue (RAL 5009-HR),780
542,"Observer 5 (28, female)",2,780,C. Green (RAL 6002-HR,910
543,"Observer 5 (28, female)",2,780,D. Gray - RAL (7022-HR),780
544,"Observer 5 (28, female)",2,910,A. Red (RAL 4002-HR),910
545,"Observer 5 (28, female)",2,910,B. Blue (RAL 5009-HR),910
546,"Observer 5 (28, female)",2,910,C. Green (RAL 6002-HR,1170
547,"Observer 5 (28, female)",2,910,D. Gray - RAL (7022-HR),1300
548,"Observer 5 (28, female)",2,1040,A. Red (RAL 4002-HR),780
549,"Observer 5 (28, female)",2,1040,B. Blue (RAL 5009-HR),1300
550,"Observer 5 (28, female)",2,1040,C. Green (RAL 6002-HR,910
551,"Observer 5 (28, female)",2,1040,D. Gray - RAL (7022-HR),1040
552,"Observer 5 (28, female)",2,1170,A. Red (RAL 4002-HR),1040
553,"Observer 5 (28, female)",2,1170,B. Blue (RAL 5009-HR),1040
554,"Observer 5 (28, female)",2,1170,C. Green (RAL 6002-HR,1040
555,"Observer 5 (28, female)",2,1170,D. Gray - RAL (7022-HR),1170
556,"Observer 5 (28, female)",2,1300,A. Red (RAL 4002-HR),1300
557,"Observer 5 (28, female)",2,1300,B. Blue (RAL 5009-HR),1170
558,"Observer 5 (28, female)",2,1300,C. Green (RAL 6002-HR,1170
559,"Observer 5 (28, female)",2,1300,D. Gray - RAL (7022-HR),1300
560,"Observer 5 (28, female)",3,130,A. Red (RAL 4002-HR),130
561,"Observer 5 (28, female)",3,130,B. Blue (RAL 5009-HR),260
562,"Observer 5 (28, female)",3,130,C. Green (RAL 6002-HR,260
563,"Observer 5 (28, female)",3,130,D. Gray - RAL (7022-HR),260
564,"Observer 5 (28, female)",3,260,A. Red (RAL 4002-HR),260
565,"Observer 5 (28, female)",3,260,B. Blue (RAL 5009-HR),260
566,"Observer 5 (28, female)",3,260,C. Green (RAL 6002-HR,390
567,"Observer 5 (28, female)",3,260,D. Gray - RAL (7022-HR),390
568,"Observer 5 (28, female)",3,390,A. Red (RAL 4002-HR),390
569,"Observer 5 (28, female)",3,390,B. Blue (RAL 5009-HR),650
570,"Observer 5 (28, female)",3,390,C. Green (RAL 6002-HR,520
571,"Observer 5 (28, female)",3,390,D. Gray - RAL (7022-HR),520
572,"Observer 5 (28, female)",3,520,A. Red (RAL 4002-HR),520
573,"Observer 5 (28, female)",3,520,B. Blue (RAL 5009-HR),910
574,"Observer 5 (28, female)",3,520,C. Green (RAL 6002-HR,780
575,"Observer 5 (28, female)",3,520,D. Gray - RAL (7022-HR),650
576,"Observer 5 (28, female)",3,650,A. Red (RAL 4002-HR),780
577,"Observer 5 (28, female)",3,650,B. Blue (RAL 5009-HR),650
578,"Observer 5 (28, female)",3,650,C. Green (RAL 6002-HR,650
579,"Observer 5 (28, female)",3,650,D. Gray - RAL (7022-HR),780
580,"Observer 5 (28, female)",3,780,A. Red (RAL 4002-HR),910
581,"Observer 5 (28, female)",3,780,B. Blue (RAL 5009-HR),1040
582,"Observer 5 (28, female)",3,780,C. Green (RAL 6002-HR,1300
583,"Observer 5 (28, female)",3,780,D. Gray - RAL (7022-HR),910
584,"Observer 5 (28, female)",3,910,A. Red (RAL 4002-HR),1170
585,"Observer 5 (28, female)",3,910,B. Blue (RAL 5009-HR),1040
586,"Observer 5 (28, female)",3,910,C. Green (RAL 6002-HR,910
587,"Observer 5 (28, female)",3,910,D. Gray - RAL (7022-HR),1040
588,"Observer 5 (28, female)",3,1040,A. Red (RAL 4002-HR),1170
589,"Observer 5 (28, female)",3,1040,B. Blue (RAL 5009-HR),1040
590,"Observer 5 (28, female)",3,1040,C. Green (RAL 6002-HR,1040
591,"Observer 5 (28, female)",3,1040,D. Gray - RAL (7022-HR),910
592,"Observer 5 (28, female)",3,1170,A. Red (RAL 4002-HR),910
593,"Observer 5 (28, female)",3,1170,B. Blue (RAL 5009-HR),1300
594,"Observer 5 (28, female)",3,1170,C. Green (RAL 6002-HR,1300
595,"Observer 5 (28, female)",3,1170,D. Gray - RAL (7022-HR),1040
596,"Observer 5 (28, female)",3,1300,A. Red (RAL 4002-HR),1300
597,"Observer 5 (28, female)",3,1300,B. Blue (RAL 5009-HR),1170
598,"Observer 5 (28, female)",3,1300,C. Green (RAL 6002-HR,1300
599,"Observer 5 (28, female)",3,1300,D. Gray - RAL (7022-HR),1300
600,"Observer 6 (61, female)",1,130,A. Red (RAL 4002-HR),130
601,"Observer 6 (61, female)",1,130,B. Blue (RAL 5009-HR),260
602,"Observer 6 (61, female)",1,130,C. Green (RAL 6002-HR,260
603,"Observer 6 (61, female)",1,130,D. Gray - RAL (7022-HR),260
604,"Observer 6 (61, female)",1,260,A. Red (RAL 4002-HR),260
605,"Observer 6 (61, female)",1,260,B. Blue (RAL 5009-HR),260
606,"Observer 6 (61, female)",1,260,C. Green (RAL 6002-HR,260
607,"Observer 6 (61, female)",1,260,D. Gray - RAL (7022-HR),260
608,"Observer 6 (61, female)",1,390,A. Red (RAL 4002-HR),260
609,"Observer 6 (61, female)",1,390,B. Blue (RAL 5009-HR),390
610,"Observer 6 (61, female)",1,390,C. Green (RAL 6002-HR,390
611,"Observer 6 (61, female)",1,390,D. Gray - RAL (7022-HR),390
612,"Observer 6 (61, female)",1,520,A. Red (RAL 4002-HR),780
613,"Observer 6 (61, female)",1,520,B. Blue (RAL 5009-HR),390
614,"Observer 6 (61, female)",1,520,C. Green (RAL 6002-HR,390
615,"Observer 6 (61, female)",1,520,D. Gray - RAL (7022-HR),650
616,"Observer 6 (61, female)",1,650,A. Red (RAL 4002-HR),520
617,"Observer 6 (61, female)",1,650,B. Blue (RAL 5009-HR),520
618,"Observer 6 (61, female)",1,650,C. Green (RAL 6002-HR,390
619,"Observer 6 (61, female)",1,650,D. Gray - RAL (7022-HR),780
620,"Observer 6 (61, female)",1,780,A. Red (RAL 4002-HR),650
621,"Observer 6 (61, female)",1,780,B. Blue (RAL 5009-HR),650
622,"Observer 6 (61, female)",1,780,C. Green (RAL 6002-HR,650
623,"Observer 6 (61, female)",1,780,D. Gray - RAL (7022-HR),910
624,"Observer 6 (61, female)",1,910,A. Red (RAL 4002-HR),650
625,"Observer 6 (61, female)",1,910,B. Blue (RAL 5009-HR),780
626,"Observer 6 (61, female)",1,910,C. Green (RAL 6002-HR,910
627,"Observer 6 (61, female)",1,910,D. Gray - RAL (7022-HR),1040
628,"Observer 6 (61, female)",1,1040,A. Red (RAL 4002-HR),780
629,"Observer 6 (61, female)",1,1040,B. Blue (RAL 5009-HR),910
630,"Observer 6 (61, female)",1,1040,C. Green (RAL 6002-HR,650
631,"Observer 6 (61, female)",1,1040,D. Gray - RAL (7022-HR),1040
632,"Observer 6 (61, female)",1,1170,A. Red (RAL 4002-HR),910
633,"Observer 6 (61, female)",1,1170,B. Blue (RAL 5009-HR),910
634,"Observer 6 (61, female)",1,1170,C. Green (RAL 6002-HR,910
635,"Observer 6 (61, female)",1,1170,D. Gray - RAL (7022-HR),910
636,"Observer 6 (61, female)",1,1300,A. Red (RAL 4002-HR),1040
637,"Observer 6 (61, female)",1,1300,B. Blue (RAL 5009-HR),1300
638,"Observer 6 (61, female)",1,1300,C. Green (RAL 6002-HR,1170
639,"Observer 6 (61, female)",1,1300,D. Gray - RAL (7022-HR),1040
640,"Observer 6 (61, female)",2,130,A. Red (RAL 4002-HR),260
641,"Observer 6 (61, female)",2,130,B. Blue (RAL 5009-HR),260
642,"Observer 6 (61, female)",2,130,C. Green (RAL 6002-HR,390
643,"Observer 6 (61, female)",2,130,D. Gray - RAL (7022-HR),260
644,"Observer 6 (61, female)",2,260,A. Red (RAL 4002-HR),390
645,"Observer 6 (61, female)",2,260,B. Blue (RAL 5009-HR),260
646,"Observer 6 (61, female)",2,260,C. Green (RAL 6002-HR,260
647,"Observer 6 (61, female)",2,260,D. Gray - RAL (7022-HR),390
648,"Observer 6 (61, female)",2,390,A. Red (RAL 4002-HR),520
649,"Observer 6 (61, female)",2,390,B. Blue (RAL 5009-HR),390
650,"Observer 6 (61, female)",2,390,C. Green (RAL 6002-HR,390
651,"Observer 6 (61, female)",2,390,D. Gray - RAL (7022-HR),650
652,"Observer 6 (61, female)",2,520,A. Red (RAL 4002-HR),390
653,"Observer 6 (61, female)",2,520,B. Blue (RAL 5009-HR),650
654,"Observer 6 (61, female)",2,520,C. Green (RAL 6002-HR,390
655,"Observer 6 (61, female)",2,520,D. Gray - RAL (7022-HR),650
656,"Observer 6 (61, female)",2,650,A. Red (RAL 4002-HR),650
657,"Observer 6 (61, female)",2,650,B. Blue (RAL 5009-HR),780
658,"Observer 6 (61, female)",2,650,C. Green (RAL 6002-HR,520
659,"Observer 6 (61, female)",2,650,D. Gray - RAL (7022-HR),650
660,"Observer 6 (61, female)",2,780,A. Red (RAL 4002-HR),780
661,"Observer 6 (61, female)",2,780,B. Blue (RAL 5009-HR),910
662,"Observer 6 (61, female)",2,780,C. Green (RAL 6002-HR,780
663,"Observer 6 (61, female)",2,780,D. Gray - RAL (7022-HR),780
664,"Observer 6 (61, female)",2,910,A. Red (RAL 4002-HR),780
665,"Observer 6 (61, female)",2,910,B. Blue (RAL 5009-HR),780
666,"Observer 6 (61, female)",2,910,C. Green (RAL 6002-HR,520
667,"Observer 6 (61, female)",2,910,D. Gray - RAL (7022-HR),780
668,"Observer 6 (61, female)",2,1040,A. Red (RAL 4002-HR),1300
669,"Observer 6 (61, female)",2,1040,B. Blue (RAL 5009-HR),910
670,"Observer 6 (61, female)",2,1040,C. Green (RAL 6002-HR,1170
671,"Observer 6 (61, female)",2,1040,D. Gray - RAL (7022-HR),1170
672,"Observer 6 (61, female)",2,1170,A. Red (RAL 4002-HR),1170
673,"Observer 6 (61, female)",2,1170,B. Blue (RAL 5009-HR),1040
674,"Observer 6 (61, female)",2,1170,C. Green (RAL 6002-HR,780
675,"Observer 6 (61, female)",2,1170,D. Gray - RAL (7022-HR),1170
676,"Observer 6 (61, female)",2,1300,A. Red (RAL 4002-HR),1040
677,"Observer 6 (61, female)",2,1300,B. Blue (RAL 5009-HR),1300
678,"Observer 6 (61, female)",2,1300,C. Green (RAL 6002-HR,1300
679,"Observer 6 (61, female)",2,1300,D. Gray - RAL (7022-HR),1170
680,"Observer 6 (61, female)",3,130,A. Red (RAL 4002-HR),130
681,"Observer 6 (61, female)",3,130,B. Blue (RAL 5009-HR),260
682,"Observer 6 (61, female)",3,130,C. Green (RAL 6002-HR,260
683,"Observer 6 (61, female)",3,130,D. Gray - RAL (7022-HR),260
684,"Observer 6 (61, female)",3,260,A. Red (RAL 4002-HR),260
685,"Observer 6 (61, female)",3,260,B. Blue (RAL 5009-HR),260
686,"Observer 6 (61, female)",3,260,C. Green (RAL 6002-HR,260
687,"Observer 6 (61, female)",3,260,D. Gray - RAL (7022-HR),390
688,"Observer 6 (61, female)",3,390,A. Red (RAL 4002-HR),390
689,"Observer 6 (61, female)",3,390,B. Blue (RAL 5009-HR),390
690,"Observer 6 (61, female)",3,390,C. Green (RAL 6002-HR,390
691,"Observer 6 (61, female)",3,390,D. Gray - RAL (7022-HR),780
692,"Observer 6 (61, female)",3,520,A. Red (RAL 4002-HR),520
693,"Observer 6 (61, female)",3,520,B. Blue (RAL 5009-HR),520
694,"Observer 6 (61, female)",3,520,C. Green (RAL 6002-HR,520
695,"Observer 6 (61, female)",3,520,D. Gray - RAL (7022-HR),520
696,"Observer 6 (61, female)",3,650,A. Red (RAL 4002-HR),650
697,"Observer 6 (61, female)",3,650,B. Blue (RAL 5009-HR),910
698,"Observer 6 (61, female)",3,650,C. Green (RAL 6002-HR,520
699,"Observer 6 (61, female)",3,650,D. Gray - RAL (7022-HR),780
700,"Observer 6 (61, female)",3,780,A. Red (RAL 4002-HR),520
701,"Observer 6 (61, female)",3,780,B. Blue (RAL 5009-HR),650
702,"Observer 6 (61, female)",3,780,C. Green (RAL 6002-HR,520
703,"Observer 6 (61, female)",3,780,D. Gray - RAL (7022-HR),780
704,"Observer 6 (61, female)",3,910,A. Red (RAL 4002-HR),780
705,"Observer 6 (61, female)",3,910,B. Blue (RAL 5009-HR),650
706,"Observer 6 (61, female)",3,910,C. Green (RAL 6002-HR,780
707,"Observer 6 (61, female)",3,910,D. Gray - RAL (7022-HR),650
708,"Observer 6 (61, female)",3,1040,A. Red (RAL 4002-HR),910
709,"Observer 6 (61, female)",3,1040,B. Blue (RAL 5009-HR),780
710,"Observer 6 (61, female)",3,1040,C. Green (RAL 6002-HR,910
711,"Observer 6 (61, female)",3,1040,D. Gray - RAL (7022-HR),1040
712,"Observer 6 (61, female)",3,1170,A. Red (RAL 4002-HR),1170
713,"Observer 6 (61, female)",3,1170,B. Blue (RAL 5009-HR),1040
714,"Observer 6 (61, female)",3,1170,C. Green (RAL 6002-HR,780
715,"Observer 6 (61, female)",3,1170,D. Gray - RAL (7022-HR),1170
716,"Observer 6 (61, female)",3,1300,A. Red (RAL 4002-HR),1170
717,"Observer 6 (61, female)",3,1300,B. Blue (RAL 5009-HR),1040
718,"Observer 6 (61, female)",3,1300,C. Green (RAL 6002-HR,1040
719,"Observer 6 (61, female)",3,1300,D. Gray - RAL (7022-HR),1170
720,"Observer 7 (38, female)",1,130,A. Red (RAL 4002-HR),130
721,"Observer 7 (38, female)",1,130,B. Blue (RAL 5009-HR),260
722,"Observer 7 (38, female)",1,130,C. Green (RAL 6002-HR,260
723,"Observer 7 (38, female)",1,130,D. Gray - RAL (7022-HR),390
724,"Observer 7 (38, female)",1,260,A. Red (RAL 4002-HR),390
725,"Observer 7 (38, female)",1,260,B. Blue (RAL 5009-HR),260
726,"Observer 7 (38, female)",1,260,C. Green (RAL 6002-HR,390
727,"Observer 7 (38, female)",1,260,D. Gray - RAL (7022-HR),520
728,"Observer 7 (38, female)",1,390,A. Red (RAL 4002-HR),390
729,"Observer 7 (38, female)",1,390,B. Blue (RAL 5009-HR),260
730,"Observer 7 (38, female)",1,390,C. Green (RAL 6002-HR,520
731,"Observer 7 (38, female)",1,390,D. Gray - RAL (7022-HR),910
732,"Observer 7 (38, female)",1,520,A. Red (RAL 4002-HR),390
733,"Observer 7 (38, female)",1,520,B. Blue (RAL 5009-HR),650
734,"Observer 7 (38, female)",1,520,C. Green (RAL 6002-HR,520
735,"Observer 7 (38, female)",1,520,D. Gray - RAL (7022-HR),650
736,"Observer 7 (38, female)",1,650,A. Red (RAL 4002-HR),650
737,"Observer 7 (38, female)",1,650,B. Blue (RAL 5009-HR),1300
738,"Observer 7 (38, female)",1,650,C. Green (RAL 6002-HR,650
739,"Observer 7 (38, female)",1,650,D. Gray - RAL (7022-HR),910
740,"Observer 7 (38, female)",1,780,A. Red (RAL 4002-HR),650
741,"Observer 7 (38, female)",1,780,B. Blue (RAL 5009-HR),650
742,"Observer 7 (38, female)",1,780,C. Green (RAL 6002-HR,910
743,"Observer 7 (38, female)",1,780,D. Gray - RAL (7022-HR),910
744,"Observer 7 (38, female)",1,910,A. Red (RAL 4002-HR),520
745,"Observer 7 (38, female)",1,910,B. Blue (RAL 5009-HR),780
746,"Observer 7 (38, female)",1,910,C. Green (RAL 6002-HR,780
747,"Observer 7 (38, female)",1,910,D. Gray - RAL (7022-HR),650
748,"Observer 7 (38, female)",1,1040,A. Red (RAL 4002-HR),910
749,"Observer 7 (38, female)",1,1040,B. Blue (RAL 5009-HR),910
750,"Observer 7 (38, female)",1,1040,C. Green (RAL 6002-HR,650
751,"Observer 7 (38, female)",1,1040,D. Gray - RAL (7022-HR),1300
752,"Observer 7 (38, female)",1,1170,A. Red (RAL 4002-HR),1170
